publication_id	pmid	compound_id	compound  chebi_id
95	16962297	451	Fatty acids	
95	16962297	315	Energy	
96	18768490	94	Fibre from Cereals	
96	18768490	347	Fibre from Berries	
96	18768490	348	Fibre from Legumes	
96	18768490	96	Fibre from Vegetables	
96	18768490	95	Dietary fibre	
96	18768490	145	5-n-Heptadecylresorcinol (C17:0)	
96	18768490	146	5-n-Nonadecylresorcinol (C19:0)	
96	18768490	147	5-n-Heneicosylresorcinol (C21:0)	
96	18768490	148	5-n-Tricosylresorcinol (C23:0)	
96	18768490	149	5-n-Pentacosylresorcinol (C25:0)	
96	18768490	150	5-n-Heptadecylresorcinol (C17:0) / 5-n-Heneicosylresorcinol (C21:0)	
96	18768490	144	Alkylresorcinols	
96	18768490	91	3,5-Dihydroxybenzoic acid	39912
96	18768490	92	3,5-DHPPA	
97	18279554	89	beta-Carotene	17579
97	18279554	134	Vitamin C	
97	18279554	237	alpha-Tocopherol	18145
97	18279554	239	Cholesterol	16113
97	18279554	558	Triglycerides	
97	18279554	315	Energy	
98	17538538	315	Energy	
98	17538538	360	Vitamin A	
98	17538538	89	beta-Carotene	17579
98	17538538	489	Folates	
98	17538538	115	Vitamin B12	
98	17538538	134	Vitamin C	
98	17538538	163	Vitamin D	
98	17538538	83	alpha-Carotene	28425
98	17538538	88	Lutein	28838
98	17538538	85	Zeaxanthin	27547
98	17538538	84	beta-Cryptoxanthin	10362
98	17538538	86	Lycopene	15948
98	17538538	362	Phytofluene	28129
98	17538538	361	Phytoene	8191
98	17538538	87	Carotenoids	
99	19176727	183	EPA (cis-20:5n-3)	28364
99	19176727	184	DHA (cis-22:6n-3)	28125
99	19176727	267	Fats	
99	19176727	364	15N/14N	
99	19176727	451	Fatty acids	
100	17383269	315	Energy	
100	17383269	368	Dithiocarbamates	
101		315	Energy	
101		885	Fats from Dairy foods	
101		262	Myristic acid (14:0)	28875
101		369	cis-Tetradecenoic acids (cis-14:1)	
101		263	Pentadecylic acid (15:0)	42504
101		264	Margaric acid (17:0)	32365
101		372	Fats from Cheese	
101		267	Fats	
101		370	cis-Heptadecenoic acids (cis-17:1)	
101		451	Fatty acids	
102	17152921	286	Fatty acids, n3-polyunsaturated (n3-PUFA)	
102	17152921	183	EPA (cis-20:5n-3)	28364
102	17152921	215	DPA (cis-22:5n-3)	53488
102	17152921	184	DHA (cis-22:6n-3)	28125
102	17152921	451	Fatty acids	
103	18059417	315	Energy	
103	18059417	373	Iodine	16382
104	17378949	89	beta-Carotene	17579
104	17378949	237	alpha-Tocopherol	18145
104	17378949	135	Retinol	17336
104	17378949	134	Vitamin C	
104	17378949	115	Vitamin B12	
104	17378949	489	Folates	
105	17181887	379	Phylloquinone	18067
106	17538531	315	Energy	
106	17538531	2	Quercetin	16243
106	17538531	21	Naringenin	17846
107	17116719	83	alpha-Carotene	28425
107	17116719	89	beta-Carotene	17579
107	17116719	84	beta-Cryptoxanthin	10362
107	17116719	838	Lutein/Zeaxanthin	
107	17116719	86	Lycopene	15948
107	17116719	870	Vitamin A (beta-Carotene Equivalents)	
107	17116719	237	alpha-Tocopherol	18145
107	17116719	238	gamma-Tocopherol	18185
107	17116719	88	Lutein	28838
108	16925883	315	Energy	
108	16925883	106	Proteins	
108	16925883	135	Retinol	17336
108	16925883	489	Folates	
108	16925883	877	Folate (Dietary Folate Equivalents)	
108	16925883	286	Fatty acids, n3-polyunsaturated (n3-PUFA)	
108	16925883	109	Nitrogen	29351
108	16925883	183	EPA (cis-20:5n-3)	28364
108	16925883	451	Fatty acids	
109	16870009	393	Chlorogenic acid	16112
109	16870009	394	Caffeic acid	16433
109	16870009	395	m-Coumaric acid	47925
109	16870009	396	Gallic acid	30778
109	16870009	397	4-O-Methylgallic acid	88738
109	16870009	2	Quercetin	16243
109	16870009	44	Isorhamnetin	6052
109	16870009	20	Kaempferol	28499
109	16870009	31	Enterolactone	81555
109	16870009	30	Enterodiol	81556
109	16870009	22	Hesperetin	28230
109	16870009	21	Naringenin	17846
109	16870009	78	Phloretin	17276
109	16870009	49	Flavonoids	
109	16870009	1	Polyphenols	
110	18599176	291	Acrylamide	28619
110	18599176	401	Acrylamide metabolites	
110	18599176	659	N-Acetyl-S-(3-amino-2-hydroxy-3-oxopropyl)cysteine	
110	18599176	658	N-Acetyl-S-(3-amino-3-oxopropyl)cysteine	
111	16160702	88	Lutein	28838
111	16160702	85	Zeaxanthin	27547
111	16160702	84	beta-Cryptoxanthin	10362
111	16160702	86	Lycopene	15948
111	16160702	83	alpha-Carotene	28425
111	16160702	89	beta-Carotene	17579
111	16160702	87	Carotenoids	
112	16465196	106	Proteins	
112	16465196	134	Vitamin C	
112	16465196	878	Vitamin A (Retinol Equivalents)	
112	16465196	164	Vitamin E	
112	16465196	89	beta-Carotene	17579
112	16465196	88	Lutein	28838
112	16465196	85	Zeaxanthin	27547
112	16465196	86	Lycopene	15948
112	16465196	83	alpha-Carotene	28425
112	16465196	84	beta-Cryptoxanthin	10362
112	16465196	135	Retinol	17336
112	16465196	237	alpha-Tocopherol	18145
112	16465196	109	Nitrogen	29351
112	16465196	315	Energy	
113	17069347	242	Palmitic acid (16:0)	15756
113	17069347	243	Stearic acid (18:0)	28842
113	17069347	177	Fatty acids, saturated (SFA)	
113	17069347	244	cis-Octadecenoic acids (cis-18:1)	
113	17069347	178	Fatty acids, monounsaturated (MUFA)	
113	17069347	224	Arachidonic acid (AA; cis-20:4n-6)	15843
113	17069347	183	EPA (cis-20:5n-3)	28364
113	17069347	215	DPA (cis-22:5n-3)	53488
113	17069347	184	DHA (cis-22:6n-3)	28125
113	17069347	179	Fatty acids, polyunsaturated (PUFA)	
113	17069347	286	Fatty acids, n3-polyunsaturated (n3-PUFA)	
113	17069347	262	Myristic acid (14:0)	28875
113	17069347	182	alpha-Linolenic acid (ALA; cis-18:3n-3)	27432
113	17069347	217	Linoleic acid (LA; cis-18:2n-6)	17351
113	17069347	410	Fatty acids, n6-polyunsaturated (n6-PUFA)	
113	17069347	267	Fats	
113	17069347	411	Arachidic acid (20:0)	28822
113	17069347	311	Oleic acid (cis-18:1n-9)	16196
113	17069347	408	Asclepic acid (cis-18:1n-7)	50464
113	17069347	451	Fatty acids	
113	17069347	315	Energy	
114	16923234	177	Fatty acids, saturated (SFA)	
114	16923234	267	Fats	
114	16923234	262	Myristic acid (14:0)	28875
114	16923234	263	Pentadecylic acid (15:0)	42504
114	16923234	242	Palmitic acid (16:0)	15756
114	16923234	451	Fatty acids	
114	16923234	315	Energy	
114	16923234	178	Fatty acids, monounsaturated (MUFA)	
114	16923234	179	Fatty acids, polyunsaturated (PUFA)	
114	16923234	301	Palmitoleic acid (cis-16:1n-7)	28716
114	16923234	243	Stearic acid (18:0)	28842
114	16923234	311	Oleic acid (cis-18:1n-9)	16196
114	16923234	217	Linoleic acid (LA; cis-18:2n-6)	17351
114	16923234	182	alpha-Linolenic acid (ALA; cis-18:3n-3)	27432
114	16923234	223	Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6)53486
114	16923234	224	Arachidonic acid (AA; cis-20:4n-6)	15843
114	16923234	183	EPA (cis-20:5n-3)	28364
114	16923234	419	Behenic acid (22:0)	28941
114	16923234	215	DPA (cis-22:5n-3)	53488
114	16923234	184	DHA (cis-22:6n-3)	28125
114	16923234	420	Lignoceric acid (24:0)	28866
114	16923234	421	Nervonic acid (cis-24:1n-9)	44247
114	16923234	302	Palmitelaidic acid (trans-16:1n-7)	59265
114	16923234	423	10E-Octadecenoic acid (trans-18:1n-8)	
114	16923234	424	Vaccenic acid (trans-18:1n-7)	28727
114	16923234	425	12E-Octadecenoic acid (trans-18:1n-6)	
114	16923234	306	trans-Octadecenoic acids (trans-18:1)	
114	16923234	307	trans-Octadecadienoic acids (trans-18:2)	
114	16923234	308	Fatty acids, trans	
114	16923234	781	6-9E-Octadecenoic acids (trans-18:1n-9-12)	
115	16452910	88	Lutein	28838
115	16452910	85	Zeaxanthin	27547
115	16452910	84	beta-Cryptoxanthin	10362
115	16452910	86	Lycopene	15948
115	16452910	83	alpha-Carotene	28425
115	16452910	89	beta-Carotene	17579
116	16524958	87	Carotenoids	
116	16524958	315	Energy	
116	16524958	84	beta-Cryptoxanthin	10362
116	16524958	838	Lutein/Zeaxanthin	
116	16524958	86	Lycopene	15948
116	16524958	83	alpha-Carotene	28425
116	16524958	89	beta-Carotene	17579
117	16276030	183	EPA (cis-20:5n-3)	28364
117	16276030	215	DPA (cis-22:5n-3)	53488
117	16276030	184	DHA (cis-22:6n-3)	28125
117	16276030	451	Fatty acids	
118	16014782	300	Lauric acid (12:0)	30805
118	16014782	262	Myristic acid (14:0)	28875
118	16014782	263	Pentadecylic acid (15:0)	42504
118	16014782	242	Palmitic acid (16:0)	15756
118	16014782	264	Margaric acid (17:0)	32365
118	16014782	243	Stearic acid (18:0)	28842
118	16014782	411	Arachidic acid (20:0)	28822
118	16014782	419	Behenic acid (22:0)	28941
118	16014782	177	Fatty acids, saturated (SFA)	
118	16014782	430	Myristoleic acid (cis-14:1n-5)	27781
118	16014782	301	Palmitoleic acid (cis-16:1n-7)	28716
118	16014782	311	Oleic acid (cis-18:1n-9)	16196
118	16014782	408	Asclepic acid (cis-18:1n-7)	50464
118	16014782	431	11-Eicosenoic acid (cis-20:1n-9)	32425
118	16014782	178	Fatty acids, monounsaturated (MUFA)	
118	16014782	182	alpha-Linolenic acid (ALA; cis-18:3n-3)	27432
118	16014782	432	Eicosatrienoic acid (ETE; cis-20:3n-3)	53460
118	16014782	183	EPA (cis-20:5n-3)	28364
118	16014782	215	DPA (cis-22:5n-3)	53488
118	16014782	184	DHA (cis-22:6n-3)	28125
118	16014782	286	Fatty acids, n3-polyunsaturated (n3-PUFA)	
118	16014782	217	Linoleic acid (LA; cis-18:2n-6)	17351
118	16014782	433	gamma-Linolenic acid (GLA; cis-18:3n-6)	28661
118	16014782	223	Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6)53486
118	16014782	224	Arachidonic acid (AA; cis-20:4n-6)	15843
118	16014782	247	Docosatetraenoic acid (DTA; cis-22:4n-6)	53487
118	16014782	410	Fatty acids, n6-polyunsaturated (n6-PUFA)	
118	16014782	434	Rumenic acid (9cis,11trans-18:2n-7)	32798
118	16014782	179	Fatty acids, polyunsaturated (PUFA)	
118	16014782	302	Palmitelaidic acid (trans-16:1n-7)	59265
118	16014782	435	Petroselaidic acid (trans-18:1n-12)	30829
118	16014782	436	Elaidic acid (trans-18:1n-9)	27997
118	16014782	424	Vaccenic acid (trans-18:1n-7)	28727
118	16014782	306	trans-Octadecenoic acids (trans-18:1)	
118	16014782	304	Linoelaidic acid (trans-18:2n-6)	75108
118	16014782	305	cis-9-Linoelaidic acid (9cis-18:2n-6)	86141
118	16014782	472	cis-12-Linoelaidic acid (12cis-18:2n-6)	
118	16014782	307	trans-Octadecadienoic acids (trans-18:2)	
118	16014782	308	Fatty acids, trans	
118	16014782	315	Energy	
118	16014782	267	Fats	
118	16014782	451	Fatty acids	
119	15946415	88	Lutein	28838
119	15946415	85	Zeaxanthin	27547
119	15946415	86	Lycopene	15948
119	15946415	83	alpha-Carotene	28425
119	15946415	89	beta-Carotene	17579
120	16118654	885	Fats from Dairy foods	
120	16118654	372	Fats from Cheese	
120	16118654	267	Fats	
120	16118654	556	Fats from Butter	
120	16118654	263	Pentadecylic acid (15:0)	42504
120	16118654	264	Margaric acid (17:0)	32365
120	16118654	451	Fatty acids	
121	15483635	315	Energy	
121	15483635	83	alpha-Carotene	28425
121	15483635	89	beta-Carotene	17579
121	15483635	84	beta-Cryptoxanthin	10362
121	15483635	838	Lutein/Zeaxanthin	
121	15483635	86	Lycopene	15948
121	15483635	87	Carotenoids	
121	15483635	871	Vitamin E (alpha-Tocopherol Equivalents)	
121	15483635	237	alpha-Tocopherol	18145
122	15054421	83	alpha-Carotene	28425
122	15054421	89	beta-Carotene	17579
122	15054421	84	beta-Cryptoxanthin	10362
122	15054421	88	Lutein	28838
122	15054421	86	Lycopene	15948
122	15054421	85	Zeaxanthin	27547
122	15054421	442	Canthaxanthin	3362
122	15054421	87	Carotenoids	
122	15054421	260	Carotenes	
123	16293876	83	alpha-Carotene	28425
123	16293876	89	beta-Carotene	17579
123	16293876	260	Carotenes	
123	16293876	84	beta-Cryptoxanthin	10362
123	16293876	838	Lutein/Zeaxanthin	
123	16293876	86	Lycopene	15948
123	16293876	237	alpha-Tocopherol	18145
123	16293876	164	Vitamin E	
123	16293876	308	Fatty acids, trans	
123	16293876	306	trans-Octadecenoic acids (trans-18:1)	
123	16293876	307	trans-Octadecadienoic acids (trans-18:2)	
123	16293876	286	Fatty acids, n3-polyunsaturated (n3-PUFA)	
123	16293876	448	cis-Docosapentaenoic acids (cis-22:5)	
123	16293876	183	EPA (cis-20:5n-3)	28364
123	16293876	184	DHA (cis-22:6n-3)	28125
123	16293876	217	Linoleic acid (LA; cis-18:2n-6)	17351
123	16293876	410	Fatty acids, n6-polyunsaturated (n6-PUFA)	
123	16293876	315	Energy	
123	16293876	267	Fats	
123	16293876	436	Elaidic acid (trans-18:1n-9)	27997
123	16293876	435	Petroselaidic acid (trans-18:1n-12)	30829
123	16293876	424	Vaccenic acid (trans-18:1n-7)	28727
123	16293876	472	cis-12-Linoelaidic acid (12cis-18:2n-6)	
123	16293876	305	cis-9-Linoelaidic acid (9cis-18:2n-6)	86141
123	16293876	304	Linoelaidic acid (trans-18:2n-6)	75108
123	16293876	238	gamma-Tocopherol	18185
123	16293876	451	Fatty acids	
123	16293876	625	13Z,16Z,19Z-Docosatrienoic acid (cis-22:3n-3)	77807
123	16293876	182	alpha-Linolenic acid (ALA; cis-18:3n-3)	27432
123	16293876	215	DPA (cis-22:5n-3)	53488
123	16293876	432	Eicosatrienoic acid (ETE; cis-20:3n-3)	53460
124	15623842	3	Genistein	28088
124	15623842	4	Daidzein	28197
124	15623842	36	Lignans	25036
124	15623842	35	Matairesinol	6698
124	15623842	34	Secoisolariciresinol	65004
124	15623842	31	Enterolactone	81555
125	15735096	315	Energy	
125	15735096	89	beta-Carotene	17579
125	15735096	164	Vitamin E	
125	15735096	489	Folates	
125	15735096	106	Proteins	
125	15735096	109	Nitrogen	29351
125	15735096	504	Vitamin A (Carotenoids)	
125	15735096	237	alpha-Tocopherol	18145
126	15159299	4	Daidzein	28197
126	15159299	3	Genistein	28088
126	15159299	95	Dietary fibre	
126	15159299	5	Isoflavones	
126	15159299	15	Glycitein	34778
126	15159299	17	O-Desmethylangolensin	88902
126	15159299	10	Equol	34741
126	15159299	30	Enterodiol	81556
126	15159299	31	Enterolactone	81555
126	15159299	36	Lignans	25036
127	15105183	134	Vitamin C	
127	15105183	87	Carotenoids	
127	15105183	83	alpha-Carotene	28425
127	15105183	89	beta-Carotene	17579
127	15105183	838	Lutein/Zeaxanthin	
127	15105183	84	beta-Cryptoxanthin	10362
127	15105183	86	Lycopene	15948
128	14608088	315	Energy	
128	14608088	451	Fatty acids	
128	14608088	177	Fatty acids, saturated (SFA)	
128	14608088	262	Myristic acid (14:0)	28875
128	14608088	242	Palmitic acid (16:0)	15756
128	14608088	243	Stearic acid (18:0)	28842
128	14608088	178	Fatty acids, monounsaturated (MUFA)	
128	14608088	452	cis-Hexadecenoic acids (cis-16:1)	
128	14608088	244	cis-Octadecenoic acids (cis-18:1)	
128	14608088	410	Fatty acids, n6-polyunsaturated (n6-PUFA)	
128	14608088	217	Linoleic acid (LA; cis-18:2n-6)	17351
128	14608088	224	Arachidonic acid (AA; cis-20:4n-6)	15843
128	14608088	286	Fatty acids, n3-polyunsaturated (n3-PUFA)	
128	14608088	182	alpha-Linolenic acid (ALA; cis-18:3n-3)	27432
128	14608088	183	EPA (cis-20:5n-3)	28364
128	14608088	215	DPA (cis-22:5n-3)	53488
128	14608088	184	DHA (cis-22:6n-3)	28125
128	14608088	267	Fats	
129	14756917	397	4-O-Methylgallic acid	88738
129	14756917	456	Isoferulic acid	27794
130	15051849	237	alpha-Tocopherol	18145
130	15051849	238	gamma-Tocopherol	18185
130	15051849	164	Vitamin E	
130	15051849	134	Vitamin C	
130	15051849	89	beta-Carotene	17579
130	15051849	83	alpha-Carotene	28425
130	15051849	84	beta-Cryptoxanthin	10362
130	15051849	838	Lutein/Zeaxanthin	
130	15051849	86	Lycopene	15948
130	15051849	135	Retinol	17336
130	15051849	457	Tocopherols	
131	12559671	177	Fatty acids, saturated (SFA)	
131	12559671	178	Fatty acids, monounsaturated (MUFA)	
131	12559671	179	Fatty acids, polyunsaturated (PUFA)	
131	12559671	217	Linoleic acid (LA; cis-18:2n-6)	17351
131	12559671	182	alpha-Linolenic acid (ALA; cis-18:3n-3)	27432
131	12559671	267	Fats	
131	12559671	300	Lauric acid (12:0)	30805
131	12559671	262	Myristic acid (14:0)	28875
131	12559671	242	Palmitic acid (16:0)	15756
131	12559671	243	Stearic acid (18:0)	28842
131	12559671	430	Myristoleic acid (cis-14:1n-5)	27781
131	12559671	301	Palmitoleic acid (cis-16:1n-7)	28716
131	12559671	311	Oleic acid (cis-18:1n-9)	16196
131	12559671	183	EPA (cis-20:5n-3)	28364
131	12559671	448	cis-Docosapentaenoic acids (cis-22:5)	
131	12559671	458	cis-Eicosenoic acids (cis-20:1)	
131	12559671	451	Fatty acids	
132	12570886	108	Potassium	29103
132	12570886	109	Nitrogen	29351
133	12368412	83	alpha-Carotene	28425
133	12368412	89	beta-Carotene	17579
133	12368412	84	beta-Cryptoxanthin	10362
133	12368412	86	Lycopene	15948
133	12368412	838	Lutein/Zeaxanthin	
133	12368412	237	alpha-Tocopherol	18145
133	12368412	238	gamma-Tocopherol	18185
133	12368412	315	Energy	
133	12368412	239	Cholesterol	16113
133	12368412	558	Triglycerides	
134	12324287	177	Fatty acids, saturated (SFA)	
134	12324287	300	Lauric acid (12:0)	30805
134	12324287	262	Myristic acid (14:0)	28875
134	12324287	263	Pentadecylic acid (15:0)	42504
134	12324287	242	Palmitic acid (16:0)	15756
134	12324287	264	Margaric acid (17:0)	32365
134	12324287	243	Stearic acid (18:0)	28842
134	12324287	411	Arachidic acid (20:0)	28822
134	12324287	419	Behenic acid (22:0)	28941
134	12324287	420	Lignoceric acid (24:0)	28866
134	12324287	178	Fatty acids, monounsaturated (MUFA)	
134	12324287	430	Myristoleic acid (cis-14:1n-5)	27781
134	12324287	301	Palmitoleic acid (cis-16:1n-7)	28716
134	12324287	311	Oleic acid (cis-18:1n-9)	16196
134	12324287	408	Asclepic acid (cis-18:1n-7)	50464
134	12324287	458	cis-Eicosenoic acids (cis-20:1)	
134	12324287	410	Fatty acids, n6-polyunsaturated (n6-PUFA)	
134	12324287	217	Linoleic acid (LA; cis-18:2n-6)	17351
134	12324287	433	gamma-Linolenic acid (GLA; cis-18:3n-6)	28661
134	12324287	223	Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6)53486
134	12324287	224	Arachidonic acid (AA; cis-20:4n-6)	15843
134	12324287	286	Fatty acids, n3-polyunsaturated (n3-PUFA)	
134	12324287	182	alpha-Linolenic acid (ALA; cis-18:3n-3)	27432
134	12324287	183	EPA (cis-20:5n-3)	28364
134	12324287	215	DPA (cis-22:5n-3)	53488
134	12324287	184	DHA (cis-22:6n-3)	28125
134	12324287	470	11cis-Rumenic acid (9cis,11cis-18:2n-7)	
134	12324287	308	Fatty acids, trans	
134	12324287	471	trans-9-Tetradecenoic acid (trans-14:1n-5)	
134	12324287	302	Palmitelaidic acid (trans-16:1n-7)	59265
134	12324287	435	Petroselaidic acid (trans-18:1n-12)	30829
134	12324287	436	Elaidic acid (trans-18:1n-9)	27997
134	12324287	424	Vaccenic acid (trans-18:1n-7)	28727
134	12324287	306	trans-Octadecenoic acids (trans-18:1)	
134	12324287	304	Linoelaidic acid (trans-18:2n-6)	75108
134	12324287	305	cis-9-Linoelaidic acid (9cis-18:2n-6)	86141
134	12324287	472	cis-12-Linoelaidic acid (12cis-18:2n-6)	
134	12324287	1393	Fats from Animal	
134	12324287	1394	Fats from Vegetable	
134	12324287	315	Energy	
134	12324287	267	Fats	
134	12324287	303	8-Eicosenoic acid (cis-20:1n-12)	
134	12324287	431	11-Eicosenoic acid (cis-20:1n-9)	32425
134	12324287	245	Eicosadienoic acid (cis-20:2n-6)	73731
134	12324287	247	Docosatetraenoic acid (DTA; cis-22:4n-6)	53487
134	12324287	432	Eicosatrienoic acid (ETE; cis-20:3n-3)	53460
134	12324287	451	Fatty acids	
135	12067432	379	Phylloquinone	18067
136	12771325	31	Enterolactone	81555
136	12771325	95	Dietary fibre	
136	12771325	36	Lignans	25036
136	12771325	34	Secoisolariciresinol	65004
136	12771325	35	Matairesinol	6698
137	12633518	476	Butyric acid (4:0)	30772
137	12633518	477	Caproic acid (6:0)	30776
137	12633518	478	Caprylic acid (8:0)	28837
137	12633518	479	Capric acid (10:0)	30813
137	12633518	300	Lauric acid (12:0)	30805
137	12633518	262	Myristic acid (14:0)	28875
137	12633518	242	Palmitic acid (16:0)	15756
137	12633518	243	Stearic acid (18:0)	28842
137	12633518	452	cis-Hexadecenoic acids (cis-16:1)	
137	12633518	244	cis-Octadecenoic acids (cis-18:1)	
137	12633518	311	Oleic acid (cis-18:1n-9)	16196
137	12633518	436	Elaidic acid (trans-18:1n-9)	27997
137	12633518	458	cis-Eicosenoic acids (cis-20:1)	
137	12633518	480	cis-Docosenoic acids (cis-22:1)	
137	12633518	482	6Z,9Z-Octadecadienoic acid (cis-18:2n-9)	82749
137	12633518	483	6E,9E-Octadecadienoic acid (trans-18:2n-9)	
137	12633518	484	6Z,9E-Octadecadienoic acid (cis,trans-18:2n-9)	
137	12633518	217	Linoleic acid (LA; cis-18:2n-6)	17351
137	12633518	224	Arachidonic acid (AA; cis-20:4n-6)	15843
137	12633518	225	Osbond acid (cis-22:5n-6)	65136
137	12633518	182	alpha-Linolenic acid (ALA; cis-18:3n-3)	27432
137	12633518	481	Stearidonic acid (cis-18:4n-3)	32389
137	12633518	183	EPA (cis-20:5n-3)	28364
137	12633518	184	DHA (cis-22:6n-3)	28125
137	12633518	267	Fats	
137	12633518	178	Fatty acids, monounsaturated (MUFA)	
137	12633518	179	Fatty acids, polyunsaturated (PUFA)	
137	12633518	315	Energy	
137	12633518	301	Palmitoleic acid (cis-16:1n-7)	28716
137	12633518	431	11-Eicosenoic acid (cis-20:1n-9)	32425
137	12633518	485	Fatty acids, n9-monounsaturated (n9-MUFA)	
137	12633518	433	gamma-Linolenic acid (GLA; cis-18:3n-6)	28661
137	12633518	245	Eicosadienoic acid (cis-20:2n-6)	73731
137	12633518	223	Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6)53486
137	12633518	247	Docosatetraenoic acid (DTA; cis-22:4n-6)	53487
137	12633518	410	Fatty acids, n6-polyunsaturated (n6-PUFA)	
137	12633518	432	Eicosatrienoic acid (ETE; cis-20:3n-3)	53460
137	12633518	215	DPA (cis-22:5n-3)	53488
137	12633518	286	Fatty acids, n3-polyunsaturated (n3-PUFA)	
137	12633518	451	Fatty acids	
138	12957531	489	Folates	
139	18165856	838	Lutein/Zeaxanthin	
140	12064348	489	Folates	
141	12891147	489	Folates	
141	12891147	336	Homocysteine	17588
142	12001981	434	Rumenic acid (9cis,11trans-18:2n-7)	32798
142	12001981	267	Fats	
142	12001981	242	Palmitic acid (16:0)	15756
142	12001981	452	cis-Hexadecenoic acids (cis-16:1)	
142	12001981	243	Stearic acid (18:0)	28842
142	12001981	244	cis-Octadecenoic acids (cis-18:1)	
142	12001981	490	cis-Octadecadienoic acids (cis-18:2)	
142	12001981	182	alpha-Linolenic acid (ALA; cis-18:3n-3)	27432
142	12001981	223	Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6)53486
142	12001981	224	Arachidonic acid (AA; cis-20:4n-6)	15843
142	12001981	183	EPA (cis-20:5n-3)	28364
